Date,Interval Start,Interval End,Active(I),Active(E),Reactive(I)-Active(I),Reactive(E)-Active(I),Reactive(E)-Active(E),Reactive(I)-Active(E),Apparent-Active(I) - type 2,Apparent-Active(E) - type 6,Average Voltage,Frequency,Calculated Avg Imp Power Factor (signed),Calculated Avg Exp Power Factor (signed),Low Voltage
12-02-2022,12:00,12:15,0,91781.25,0,0,0,18625,0,93625,418120,49.95,1,-0.98,No
12-02-2022,12:15,12:30,0,91687.5,0,0,0,17781.25,0,93406.25,417680,49.89,1,-0.982,No
12-02-2022,12:30,12:45,0,91250,0,0,0,18656.25,0,93156.25,418060,49.92,1,-0.98,No
12-02-2022,12:45,13:00,0,91093.75,0,0,0,19968.75,0,93250,418800,50.01,1,-0.977,No
12-02-2022,13:00,13:15,0,90281.25,0,0,0,22875,0,93156.25,420160,50.04,1,-0.969,No
12-02-2022,13:15,13:30,0,91750,0,0,0,22375,0,94437.5,419860,50,1,-0.972,No
12-02-2022,13:30,13:45,0,91000,0,0,0,22093.75,0,93656.25,419480,49.96,1,-0.972,No
12-02-2022,13:45,14:00,0,92718.75,0,0,0,21187.5,0,95093.75,419380,49.99,1,-0.975,No
12-02-2022,14:00,14:15,0,94750,0,0,0,20656.25,0,96968.75,419060,49.97,1,-0.977,No
12-02-2022,14:15,14:30,0,96187.5,0,0,0,18062.5,0,97906.25,417820,49.88,1,-0.982,No
12-02-2022,14:30,14:45,0,97125,0,0,0,17468.75,0,98656.25,417620,49.9,1,-0.984,No
12-02-2022,14:45,15:00,0,97781.25,0,0,0,17312.5,0,99312.5,417440,49.9,1,-0.985,No
12-02-2022,15:00,15:15,0,97531.25,0,0,0,18312.5,0,99218.75,417980,49.98,1,-0.983,No
12-02-2022,15:15,15:30,0,98156.25,0,0,0,17687.5,0,99781.25,417660,49.93,1,-0.984,No
12-02-2022,15:30,15:45,0,97218.75,0,0,0,18218.75,0,98875,417880,49.97,1,-0.983,No
12-02-2022,15:45,16:00,0,96656.25,0,0,0,19031.25,0,98531.25,418140,49.98,1,-0.981,No
12-02-2022,16:00,16:15,0,95593.75,0,0,0,21531.25,0,98000,419160,50.02,1,-0.975,No
12-02-2022,16:15,16:30,0,95906.25,0,0,0,20781.25,0,98125,418680,49.96,1,-0.977,No
12-02-2022,16:30,16:45,0,94031.25,0,0,0,21875,0,96531.25,418800,49.97,1,-0.974,No
12-02-2022,16:45,17:00,0,92968.75,0,0,0,23343.75,0,95843.75,419360,49.99,1,-0.97,No
12-02-2022,17:00,17:15,0,92218.75,0,0,0,24562.5,0,95468.75,420080,50,1,-0.966,No
12-02-2022,17:15,17:30,0,92656.25,0,0,0,23781.25,0,95656.25,419660,49.97,1,-0.969,No
12-02-2022,17:30,17:45,0,92343.75,0,0,0,23468.75,0,95250,419720,50.01,1,-0.969,No
12-02-2022,17:45,18:00,0,92218.75,0,0,0,23375,0,95156.25,419880,50.01,1,-0.969,No
12-02-2022,18:00,18:15,0,89781.25,0,0,0,25187.5,0,93250,421040,50.02,1,-0.963,No
12-02-2022,18:15,18:30,0,87125,0,0,0,25718.75,0,90843.75,421060,49.96,1,-0.959,No
12-02-2022,18:30,18:45,0,87343.75,0,0,0,25875,0,91125,421060,49.95,1,-0.959,No
12-02-2022,18:45,19:00,0,87062.5,0,0,0,25656.25,0,90718.75,420960,49.93,1,-0.96,No
12-02-2022,19:00,19:15,0,85437.5,0,0,0,26625,0,89500,421600,49.98,1,-0.955,No
12-02-2022,19:15,19:30,0,84750,0,0,0,27625,0,89156.25,421900,49.97,1,-0.951,No
12-02-2022,19:30,19:45,0,84781.25,0,0,0,27156.25,0,89000,421860,50.01,1,-0.953,No
12-02-2022,19:45,20:00,0,85718.75,0,0,0,26906.25,0,89875,421940,50.02,1,-0.954,No
12-02-2022,20:00,20:15,0,83875,0,0,0,27593.75,0,88312.5,422280,49.99,1,-0.95,No
12-02-2022,20:15,20:30,0,83750,0,0,0,28062.5,0,88312.5,422620,50.01,1,-0.948,No
12-02-2022,20:30,20:45,0,83343.75,0,0,0,28312.5,0,88031.25,422720,50,1,-0.947,No
12-02-2022,20:45,21:00,0,82562.5,0,0,0,28500,0,87312.5,422860,50,1,-0.946,No
12-02-2022,21:00,21:15,0,83500,0,0,0,27750,0,88000,423200,49.91,1,-0.949,No
12-02-2022,21:15,21:30,0,86937.5,0,0,0,27031.25,0,91062.5,424120,50,1,-0.955,No
12-02-2022,21:30,21:45,0,86218.75,0,0,0,27625,0,90531.25,424480,50.02,1,-0.952,No
12-02-2022,21:45,22:00,0,84781.25,0,0,0,27843.75,0,89250,424780,50.02,1,-0.95,No
12-02-2022,22:00,22:15,0,86406.25,0,0,0,26937.5,0,90500,424480,49.96,1,-0.955,No
12-02-2022,22:15,22:30,0,88625,0,0,0,25312.5,0,92156.25,423700,50.01,1,-0.962,No
12-02-2022,22:30,22:45,0,89937.5,0,0,0,23750,0,93062.5,423000,49.96,1,-0.966,No
12-02-2022,22:45,23:00,0,89625,0,0,0,23687.5,0,92656.25,422760,49.87,1,-0.967,No
12-02-2022,23:00,23:15,0,89906.25,0,0,0,24093.75,0,93093.75,422900,49.9,1,-0.966,No
12-02-2022,23:15,23:30,0,90375,0,0,0,24437.5,0,93656.25,423060,49.99,1,-0.965,No
12-02-2022,23:30,23:45,0,90468.75,0,0,0,24343.75,0,93656.25,422960,49.97,1,-0.966,No
12-02-2022,23:45,00:00,0,89875,0,0,0,24500,0,93156.25,422820,49.97,1,-0.965,No
13-02-2022,00:00,00:15,0,91312.5,0,0,0,24093.75,0,94437.5,422820,49.97,1,-0.967,No
13-02-2022,00:15,00:30,0,93375,0,0,0,22781.25,0,96125,422660,49.94,1,-0.971,No
13-02-2022,00:30,00:45,0,92812.5,0,0,0,22656.25,0,95531.25,422660,49.88,1,-0.972,No
13-02-2022,00:45,01:00,0,94906.25,0,0,0,22218.75,0,97468.75,422740,49.89,1,-0.974,No
13-02-2022,01:00,01:15,0,96406.25,0,0,0,21937.5,0,98906.25,422620,49.97,1,-0.975,No
13-02-2022,01:15,01:30,0,98500,0,0,0,20718.75,0,100656.25,422420,49.97,1,-0.979,No
13-02-2022,01:30,01:45,0,101937.5,0,0,0,19312.5,0,103750,421660,49.99,1,-0.983,No
13-02-2022,01:45,02:00,0,102312.5,0,0,0,19781.25,0,104187.5,421380,50.01,1,-0.982,No
13-02-2022,02:00,02:15,0,102375,0,0,0,20437.5,0,104375,421600,49.96,1,-0.981,No
13-02-2022,02:15,02:30,0,102750,0,0,0,20375,0,104781.25,421500,49.96,1,-0.981,No
13-02-2022,02:30,02:45,0,102718.75,0,0,0,20500,0,104750,421560,49.96,1,-0.981,No
13-02-2022,02:45,03:00,0,103343.75,0,0,0,20343.75,0,105312.5,421520,49.98,1,-0.981,No
13-02-2022,03:00,03:15,0,103843.75,0,0,0,20468.75,0,105843.75,421560,49.96,1,-0.981,No
13-02-2022,03:15,03:30,0,104531.25,0,0,0,20281.25,0,106500,421480,49.99,1,-0.982,No
13-02-2022,03:30,03:45,0,105500,0,0,0,20000,0,107375,421300,49.98,1,-0.983,No
13-02-2022,03:45,04:00,0,105218.75,0,0,0,20093.75,0,107093.75,421400,50,1,-0.982,No
13-02-2022,04:00,04:15,0,104750,0,0,0,19968.75,0,106656.25,421280,49.95,1,-0.982,No
13-02-2022,04:15,04:30,0,102843.75,0,0,0,20531.25,0,104875,421860,49.97,1,-0.981,No
13-02-2022,04:30,04:45,0,102406.25,0,0,0,20687.5,0,104500,422120,50.01,1,-0.98,No
13-02-2022,04:45,05:00,0,104312.5,0,0,0,19562.5,0,106125,421600,50,1,-0.983,No
13-02-2022,05:00,05:15,0,104250,0,0,0,19468.75,0,106031.25,421360,49.97,1,-0.983,No
13-02-2022,05:15,05:30,0,100250,0,0,0,20500,0,102343.75,420840,49.98,1,-0.98,No
13-02-2022,05:30,05:45,0,98812.5,0,0,0,20937.5,0,101000,420700,50.01,1,-0.978,No
13-02-2022,05:45,06:00,0,98000,0,0,0,21000,0,100218.75,420700,50,1,-0.978,No
13-02-2022,06:00,06:15,0,93156.25,0,0,0,23375,0,96062.5,421740,50.01,1,-0.97,No
13-02-2022,06:15,06:30,0,93406.25,0,0,0,22156.25,0,96000,420880,49.97,1,-0.973,No
13-02-2022,06:30,06:45,0,92562.5,0,0,0,22437.5,0,95218.75,420660,49.94,1,-0.972,No
13-02-2022,06:45,07:00,0,91937.5,0,0,0,22062.5,0,94593.75,420460,49.97,1,-0.972,No
13-02-2022,07:00,07:15,0,95250,0,0,0,20468.75,0,97406.25,419700,50.02,1,-0.978,No
13-02-2022,07:15,07:30,0,94687.5,0,0,0,20000,0,96781.25,419420,50.03,1,-0.978,No
13-02-2022,07:30,07:45,0,95125,0,0,0,19656.25,0,97125,419200,50.01,1,-0.979,No
13-02-2022,07:45,08:00,0,94218.75,0,0,0,20718.75,0,96500,419660,50.01,1,-0.976,No
13-02-2022,08:00,08:15,0,94875,0,0,0,21343.75,0,97218.75,419800,50,1,-0.976,No
13-02-2022,08:15,08:30,0,95750,0,0,0,18843.75,0,97593.75,418840,50,1,-0.981,No
13-02-2022,08:30,08:45,0,96125,0,0,0,18125,0,97812.5,418680,50.03,1,-0.983,No
13-02-2022,08:45,09:00,0,92093.75,0,0,0,19437.5,0,94125,418540,50.03,1,-0.978,No
13-02-2022,09:00,09:15,0,89031.25,0,0,0,18937.5,0,91031.25,417560,49.97,1,-0.978,No
13-02-2022,09:15,09:30,0,88625,0,0,0,18375,0,90531.25,416620,49.91,1,-0.979,No
13-02-2022,09:30,09:45,0,84781.25,0,0,0,20593.75,0,87250,417500,49.99,1,-0.972,No
13-02-2022,09:45,10:00,0,83125,0,0,0,21093.75,0,85750,417460,49.96,1,-0.969,No
13-02-2022,10:00,10:15,0,81625,0,0,0,21375,0,84375,417640,49.92,1,-0.967,No
13-02-2022,10:15,10:30,0,80593.75,0,0,0,20906.25,0,83281.25,417580,49.97,1,-0.968,No
13-02-2022,10:30,10:45,0,80281.25,0,0,0,19937.5,0,82718.75,417320,49.99,1,-0.971,No
13-02-2022,10:45,11:00,0,79875,0,0,0,19687.5,0,82250,417380,50.02,1,-0.971,No
13-02-2022,11:00,11:15,0,79875,0,0,0,20562.5,0,82500,417620,50,1,-0.968,No
13-02-2022,11:15,11:30,0,79968.75,0,0,0,19875,0,82375,417560,50,1,-0.971,No
13-02-2022,11:30,11:45,0,79812.5,0,0,0,20125,0,82343.75,417580,49.99,1,-0.969,No
13-02-2022,11:45,12:00,0,80093.75,0,0,0,20375,0,82625,417840,50,1,-0.969,No
13-02-2022,12:00,12:15,0,79093.75,0,0,0,22125,0,82125,418580,49.99,1,-0.963,No
13-02-2022,12:15,12:30,0,81125,0,0,0,21031.25,0,83812.5,418100,50,1,-0.968,No
13-02-2022,12:30,12:45,0,79812.5,0,0,0,22375,0,82906.25,418640,49.98,1,-0.963,No
13-02-2022,12:45,13:00,0,79031.25,0,0,0,23593.75,0,82468.75,419140,49.97,1,-0.958,No
13-02-2022,13:00,13:15,0,78062.5,0,0,0,24937.5,0,81968.75,419820,49.92,1,-0.952,No
13-02-2022,13:15,13:30,0,77218.75,0,0,0,25718.75,0,81375,420520,49.98,1,-0.949,No
13-02-2022,13:30,13:45,0,76125,0,0,0,26500,0,80625,421020,50,1,-0.944,No
13-02-2022,13:45,14:00,0,75625,0,0,0,26781.25,0,80218.75,421380,50.04,1,-0.943,No
13-02-2022,14:00,14:15,0,75343.75,0,0,0,27531.25,0,80218.75,421700,50.07,1,-0.939,No
13-02-2022,14:15,14:30,0,78125,0,0,0,25000,0,82062.5,420700,50.02,1,-0.952,No
13-02-2022,14:30,14:45,0,78281.25,0,0,0,24656.25,0,82062.5,420560,50.05,1,-0.954,No
13-02-2022,14:45,15:00,0,77093.75,0,0,0,25562.5,0,81218.75,420840,50.06,1,-0.949,No
13-02-2022,15:00,15:15,0,78656.25,0,0,0,25437.5,0,82687.5,420760,50.04,1,-0.951,No
13-02-2022,15:15,15:30,0,77781.25,0,0,0,25593.75,0,81875,420780,50,1,-0.95,No
13-02-2022,15:30,15:45,0,81687.5,0,0,0,25062.5,0,85468.75,421040,49.99,1,-0.956,No
13-02-2022,15:45,16:00,0,85343.75,0,0,0,24343.75,0,88718.75,421340,50.01,1,-0.962,No
13-02-2022,16:00,16:15,0,83250,0,0,0,26593.75,0,87406.25,422380,50.06,1,-0.952,No
13-02-2022,16:15,16:30,0,83906.25,0,0,0,26250,0,87906.25,422320,50.02,1,-0.954,No
13-02-2022,16:30,16:45,0,85000,0,0,0,26218.75,0,89000,421960,49.99,1,-0.955,No
13-02-2022,16:45,17:00,0,86406.25,0,0,0,26406.25,0,90312.5,421900,49.98,1,-0.957,No
13-02-2022,17:00,17:15,0,84562.5,0,0,0,26906.25,0,88750,422440,50.03,1,-0.953,No
13-02-2022,17:15,17:30,0,84000,0,0,0,26062.5,0,87968.75,422240,50.03,1,-0.955,No
13-02-2022,17:30,17:45,0,82937.5,0,0,0,25906.25,0,86906.25,422200,50.02,1,-0.954,No
13-02-2022,17:45,18:00,0,79906.25,0,0,0,27156.25,0,84375,422760,50,1,-0.947,No
13-02-2022,18:00,18:15,0,77593.75,0,0,0,28375,0,82625,423400,50.01,1,-0.939,No
13-02-2022,18:15,18:30,0,75875,0,0,0,28906.25,0,81218.75,423420,49.97,1,-0.934,No
13-02-2022,18:30,18:45,0,76312.5,0,0,0,28875,0,81562.5,423160,49.98,1,-0.936,No
13-02-2022,18:45,19:00,0,76218.75,0,0,0,28156.25,0,81250,422680,49.97,1,-0.938,No
13-02-2022,19:00,19:15,0,76000,0,0,0,28718.75,0,81281.25,423060,49.98,1,-0.935,No
13-02-2022,19:15,19:30,0,75750,0,0,0,28718.75,0,81000,423000,49.88,1,-0.935,No
13-02-2022,19:30,19:45,0,75781.25,0,0,0,29468.75,0,81312.5,423440,49.92,1,-0.932,No
13-02-2022,19:45,20:00,0,75718.75,0,0,0,30281.25,0,81531.25,424000,49.96,1,-0.929,No
13-02-2022,20:00,20:15,0,75937.5,0,0,0,30343.75,0,81781.25,424420,49.97,1,-0.929,No
13-02-2022,20:15,20:30,0,76343.75,0,0,0,30031.25,0,82031.25,424380,49.93,1,-0.931,No
13-02-2022,20:30,20:45,0,74625,0,0,0,30593.75,0,80656.25,424780,49.99,1,-0.925,No
13-02-2022,20:45,21:00,0,74031.25,0,0,0,30500,0,80093.75,424980,50.01,1,-0.924,No
13-02-2022,21:00,21:15,0,73437.5,0,0,0,29781.25,0,79218.75,424940,50,1,-0.927,No
13-02-2022,21:15,21:30,0,74468.75,0,0,0,29031.25,0,79937.5,424720,49.95,1,-0.932,No
13-02-2022,21:30,21:45,0,74468.75,0,0,0,29500,0,80093.75,425080,50.03,1,-0.93,No
13-02-2022,21:45,22:00,0,74562.5,0,0,0,29718.75,0,80281.25,424980,50.03,1,-0.929,No
13-02-2022,22:00,22:15,0,75531.25,0,0,0,29406.25,0,81062.5,425120,50,1,-0.932,No
13-02-2022,22:15,22:30,0,76218.75,0,0,0,28500,0,81343.75,424880,49.98,1,-0.937,No
13-02-2022,22:30,22:45,0,76968.75,0,0,0,28437.5,0,82062.5,425160,50,1,-0.938,No
13-02-2022,22:45,23:00,0,76718.75,0,0,0,28531.25,0,81843.75,425400,49.99,1,-0.937,No
13-02-2022,23:00,23:15,0,78656.25,0,0,0,27968.75,0,83500,424980,50,1,-0.942,No
13-02-2022,23:15,23:30,0,79781.25,0,0,0,27750,0,84468.75,424860,50.01,1,-0.945,No
13-02-2022,23:30,23:45,0,80937.5,0,0,0,27406.25,0,85468.75,424680,50,1,-0.947,No
13-02-2022,23:45,00:00,0,81781.25,0,0,0,27281.25,0,86187.5,424660,50.03,1,-0.949,No
14-02-2022,00:00,00:15,0,82250,0,0,0,26968.75,0,86593.75,424560,50.03,1,-0.95,No
14-02-2022,00:15,00:30,0,81593.75,0,0,0,26781.25,0,85843.75,424480,50,1,-0.95,No
14-02-2022,00:30,00:45,0,81656.25,0,0,0,26437.5,0,85843.75,424560,50,1,-0.951,No
14-02-2022,00:45,01:00,0,84500,0,0,0,25687.5,0,88343.75,424520,50.02,1,-0.956,No
14-02-2022,01:00,01:15,0,86062.5,0,0,0,25625,0,89781.25,423440,50.03,1,-0.959,No
14-02-2022,01:15,01:30,0,85375,0,0,0,25531.25,0,89125,423420,50.02,1,-0.958,No
14-02-2022,01:30,01:45,0,85937.5,0,0,0,25281.25,0,89562.5,423220,49.99,1,-0.96,No
14-02-2022,01:45,02:00,0,86968.75,0,0,0,24875,0,90468.75,423160,50,1,-0.961,No
14-02-2022,02:00,02:15,0,88656.25,0,0,0,24500,0,91968.75,422960,49.97,1,-0.964,No
14-02-2022,02:15,02:30,0,89562.5,0,0,0,24312.5,0,92812.5,422800,49.99,1,-0.965,No
14-02-2022,02:30,02:45,0,89281.25,0,0,0,24375,0,92531.25,422820,49.97,1,-0.965,No
14-02-2022,02:45,03:00,0,89500,0,0,0,24250,0,92750,422860,50,1,-0.965,No
14-02-2022,03:00,03:15,0,88437.5,0,0,0,24687.5,0,91843.75,423140,49.98,1,-0.963,No
14-02-2022,03:15,03:30,0,88906.25,0,0,0,24125,0,92125,422940,49.94,1,-0.965,No
14-02-2022,03:30,03:45,0,89281.25,0,0,0,23843.75,0,92375,422720,49.94,1,-0.967,No
14-02-2022,03:45,04:00,0,91062.5,0,0,0,23437.5,0,94031.25,422560,49.96,1,-0.968,No
14-02-2022,04:00,04:15,0,92593.75,0,0,0,22875,0,95375,422380,49.96,1,-0.971,No
14-02-2022,04:15,04:30,0,92468.75,0,0,0,22562.5,0,95218.75,422200,49.97,1,-0.971,No
14-02-2022,04:30,04:45,0,92656.25,0,0,0,22437.5,0,95312.5,422100,49.97,1,-0.972,No
14-02-2022,04:45,05:00,0,92937.5,0,0,0,22000,0,95500,421960,49.98,1,-0.973,No
14-02-2022,05:00,05:15,0,93437.5,0,0,0,22125,0,96031.25,421840,49.95,1,-0.973,No
14-02-2022,05:15,05:30,0,93812.5,0,0,0,21625,0,96281.25,421520,49.99,1,-0.974,No
14-02-2022,05:30,05:45,0,96218.75,0,0,0,20218.75,0,98312.5,420620,49.96,1,-0.979,No
14-02-2022,05:45,06:00,0,95562.5,0,0,0,20031.25,0,97656.25,420660,49.9,1,-0.979,No
14-02-2022,06:00,06:15,0,92593.75,0,0,0,21375,0,95031.25,421220,49.89,1,-0.974,No
14-02-2022,06:15,06:30,0,91531.25,0,0,0,21781.25,0,94062.5,421080,49.86,1,-0.973,No
14-02-2022,06:30,06:45,0,90812.5,0,0,0,21625,0,93375,420740,49.87,1,-0.973,No
14-02-2022,06:45,07:00,0,90875,0,0,0,20968.75,0,93250,420320,49.85,1,-0.975,No
14-02-2022,07:00,07:15,0,93375,0,0,0,19656.25,0,95437.5,419840,49.94,1,-0.978,No
14-02-2022,07:15,07:30,0,93718.75,0,0,0,18750,0,95562.5,419380,49.94,1,-0.981,No
14-02-2022,07:30,07:45,0,91406.25,0,0,0,19343.75,0,93437.5,419740,50,1,-0.978,No
14-02-2022,07:45,08:00,0,89250,0,0,0,20687.5,0,91625,420520,50.02,1,-0.974,No
14-02-2022,08:00,08:15,0,89875,0,0,0,20718.75,0,92218.75,420480,50.04,1,-0.975,No
14-02-2022,08:15,08:30,0,88562.5,0,0,0,18968.75,0,90593.75,419440,50.03,1,-0.978,No
14-02-2022,08:30,08:45,0,82968.75,0,0,0,20312.5,0,85406.25,419460,50.08,1,-0.971,No
14-02-2022,08:45,09:00,0,77843.75,0,0,0,21375,0,80750,420080,50.09,1,-0.964,No
14-02-2022,09:00,09:15,0,80343.75,0,0,0,19593.75,0,82718.75,417880,49.97,1,-0.971,No
14-02-2022,09:15,09:30,0,81875,0,0,0,18750,0,83968.75,417500,50.02,1,-0.975,No
14-02-2022,09:30,09:45,0,81218.75,0,0,0,20375,0,83750,418060,50.01,1,-0.97,No
14-02-2022,09:45,10:00,0,81812.5,0,0,0,20125,0,84281.25,417920,50.04,1,-0.971,No
14-02-2022,10:00,10:15,0,81843.75,0,0,0,19718.75,0,84156.25,417540,49.96,1,-0.973,No
14-02-2022,10:15,10:30,0,82437.5,0,0,0,19281.25,0,84656.25,417840,49.96,1,-0.974,No
14-02-2022,10:30,10:45,0,80250,0,0,0,19156.25,0,82500,418260,50.01,1,-0.973,No
14-02-2022,10:45,11:00,0,79656.25,0,0,0,18593.75,0,81812.5,418300,50.01,1,-0.974,No
14-02-2022,11:00,11:15,0,78875,0,0,0,18718.75,0,81062.5,418460,50,1,-0.973,No
14-02-2022,11:15,11:30,0,78125,0,0,0,19125,0,80437.5,418640,50,1,-0.971,No
14-02-2022,11:30,11:45,0,78062.5,0,0,0,20031.25,0,80593.75,418960,50.02,1,-0.969,No
14-02-2022,11:45,12:00,0,78375,0,0,0,20250,0,80937.5,418940,50.02,1,-0.968,No
14-02-2022,12:00,12:15,0,78875,0,0,0,21625,0,81812.5,419720,50,1,-0.964,No
14-02-2022,12:15,12:30,0,83218.75,0,0,0,19968.75,0,85593.75,418960,50.02,1,-0.972,No
14-02-2022,12:30,12:45,0,84531.25,0,0,0,19843.75,0,86812.5,418880,50.01,1,-0.974,No
14-02-2022,12:45,13:00,0,84625,0,0,0,20625,0,87093.75,419220,50.02,1,-0.972,No
14-02-2022,13:00,13:15,0,84875,0,0,0,22625,0,87875,420100,50.05,1,-0.966,No
14-02-2022,13:15,13:30,0,85250,0,0,0,22687.5,0,88187.5,420260,50.03,1,-0.967,No
14-02-2022,13:30,13:45,0,87468.75,0,0,0,21531.25,0,90093.75,420440,50.02,1,-0.971,No
14-02-2022,13:45,14:00,0,89125,0,0,0,20687.5,0,91500,420700,50.04,1,-0.974,No
14-02-2022,14:00,14:15,0,91375,0,0,0,19437.5,0,93437.5,420540,49.97,1,-0.978,No
14-02-2022,14:15,14:30,0,93937.5,0,0,0,17406.25,0,95531.25,419800,50,1,-0.983,No
14-02-2022,14:30,14:45,0,94593.75,0,0,0,16656.25,0,96031.25,419460,49.97,1,-0.985,No
14-02-2022,14:45,15:00,0,95625,0,0,0,16187.5,0,97000,419100,49.97,1,-0.986,No
14-02-2022,15:00,15:15,0,95437.5,0,0,0,17187.5,0,96968.75,419540,49.99,1,-0.984,No
14-02-2022,15:15,15:30,0,96656.25,0,0,0,15906.25,0,97937.5,418740,49.88,1,-0.987,No
14-02-2022,15:30,15:45,0,96031.25,0,0,0,16593.75,0,97468.75,419100,49.9,1,-0.985,No
14-02-2022,15:45,16:00,0,94875,0,0,0,18187.5,0,96625,419760,49.89,1,-0.982,No
14-02-2022,16:00,16:15,0,93062.5,0,0,0,21031.25,0,95406.25,421000,49.99,1,-0.975,No
14-02-2022,16:15,16:30,0,94093.75,0,0,0,20187.5,0,96218.75,420660,50,1,-0.978,No
14-02-2022,16:30,16:45,0,96218.75,0,0,0,18656.25,0,98031.25,420020,49.98,1,-0.982,No
14-02-2022,16:45,17:00,0,94281.25,0,0,0,20000,0,96375,420480,49.99,1,-0.978,No
14-02-2022,17:00,17:15,0,93031.25,0,0,0,21937.5,0,95593.75,421440,50.03,1,-0.973,No
14-02-2022,17:15,17:30,0,87281.25,0,0,0,24843.75,0,90750,422900,50.01,1,-0.962,No
14-02-2022,17:30,17:45,0,83187.5,0,0,0,26750,0,87406.25,423120,50.03,1,-0.952,No
14-02-2022,17:45,18:00,0,82531.25,0,0,0,26750,0,86750,423320,50.03,1,-0.951,No
14-02-2022,18:00,18:15,0,79750,0,0,0,27687.5,0,84406.25,423720,50.04,1,-0.945,No
14-02-2022,18:15,18:30,0,77625,0,0,0,27875,0,82500,423200,49.99,1,-0.941,No
14-02-2022,18:30,18:45,0,76718.75,0,0,0,27906.25,0,81625,423020,49.99,1,-0.94,No
14-02-2022,18:45,19:00,0,75156.25,0,0,0,28125,0,80250,423100,50.01,1,-0.937,No
14-02-2022,19:00,19:15,0,73500,0,0,0,28500,0,78812.5,423400,50.02,1,-0.933,No
14-02-2022,19:15,19:30,0,73406.25,0,0,0,28343.75,0,78718.75,423460,49.99,1,-0.933,No
14-02-2022,19:30,19:45,0,75031.25,0,0,0,28593.75,0,80281.25,423760,49.98,1,-0.935,No
14-02-2022,19:45,20:00,0,76500,0,0,0,28968.75,0,81812.5,423940,49.98,1,-0.935,No
14-02-2022,20:00,20:15,0,76218.75,0,0,0,29062.5,0,81562.5,424180,50,1,-0.934,No
14-02-2022,20:15,20:30,0,75531.25,0,0,0,29437.5,0,81062.5,424400,50.01,1,-0.932,No
14-02-2022,20:30,20:45,0,74687.5,0,0,0,29656.25,0,80375,424540,50.02,1,-0.929,No
14-02-2022,20:45,21:00,0,74031.25,0,0,0,29875,0,79812.5,424660,50,1,-0.928,No
14-02-2022,21:00,21:15,0,72250,0,0,0,30125,0,78281.25,424920,49.96,1,-0.923,No
14-02-2022,21:15,21:30,0,74250,0,0,0,29125,0,79781.25,424720,50.01,1,-0.931,No
14-02-2022,21:30,21:45,0,79406.25,0,0,0,27437.5,0,84000,425300,50.01,1,-0.945,No
14-02-2022,21:45,22:00,0,83250,0,0,0,26718.75,0,87437.5,425180,50.03,1,-0.952,No
14-02-2022,22:00,22:15,0,83750,0,0,0,26343.75,0,87812.5,425060,50.01,1,-0.954,No
14-02-2022,22:15,22:30,0,83812.5,0,0,0,25500,0,87593.75,424540,49.97,1,-0.957,No
14-02-2022,22:30,22:45,0,88125,0,0,0,24406.25,0,91468.75,424280,50.01,1,-0.963,No
14-02-2022,22:45,23:00,0,89187.5,0,0,0,24156.25,0,92375,424000,49.98,1,-0.965,No
14-02-2022,23:00,23:15,0,92593.75,0,0,0,23375,0,95500,423300,49.99,1,-0.97,No
14-02-2022,23:15,23:30,0,91843.75,0,0,0,23562.5,0,94812.5,423380,49.97,1,-0.969,No
14-02-2022,23:30,23:45,0,91031.25,0,0,0,23968.75,0,94156.25,423540,49.98,1,-0.967,No
14-02-2022,23:45,00:00,0,91062.5,0,0,0,24312.5,0,94250,423660,50.01,1,-0.966,No
15-02-2022,00:00,00:15,0,90250,0,0,0,24125,0,93406.25,423660,50.01,1,-0.966,No
15-02-2022,00:15,00:30,0,90625,0,0,0,23218.75,0,93593.75,423820,50.01,1,-0.968,No
15-02-2022,00:30,00:45,0,92812.5,0,0,0,21906.25,0,95343.75,423860,49.99,1,-0.973,No
15-02-2022,00:45,01:00,0,92281.25,0,0,0,22031.25,0,94875,423880,49.99,1,-0.973,No
15-02-2022,01:00,01:15,0,92062.5,0,0,0,22218.75,0,94718.75,423940,49.96,1,-0.972,No
15-02-2022,01:15,01:30,0,93250,0,0,0,21781.25,0,95750,423740,49.96,1,-0.974,No
15-02-2022,01:30,01:45,0,94406.25,0,0,0,21125,0,96750,423480,49.93,1,-0.976,No
15-02-2022,01:45,02:00,0,95281.25,0,0,0,21031.25,0,97562.5,423560,49.99,1,-0.977,No
15-02-2022,02:00,02:15,0,95187.5,0,0,0,21000,0,97468.75,423580,49.95,1,-0.977,No
15-02-2022,02:15,02:30,0,96062.5,0,0,0,20593.75,0,98281.25,423380,49.93,1,-0.977,No
15-02-2022,02:30,02:45,0,96250,0,0,0,21312.5,0,98531.25,423780,49.99,1,-0.977,No
15-02-2022,02:45,03:00,0,97062.5,0,0,0,21187.5,0,99375,423740,50,1,-0.977,No
15-02-2022,03:00,03:15,0,96718.75,0,0,0,21250,0,99031.25,423720,50,1,-0.977,No
15-02-2022,03:15,03:30,0,97343.75,0,0,0,21093.75,0,99593.75,423640,49.98,1,-0.977,No
15-02-2022,03:30,03:45,0,98312.5,0,0,0,20687.5,0,100468.75,423440,50,1,-0.979,No
15-02-2022,03:45,04:00,0,99031.25,0,0,0,20500,0,101125,423320,50.01,1,-0.979,No
