Date,Interval Start,Interval End,Active(I),Active(E),Reactive(I)-Active(I),Reactive(E)-Active(I),Reactive(E)-Active(E),Reactive(I)-Active(E),Apparent-Active(I) - type 2,Apparent-Active(E) - type 6,Average Voltage,Frequency,Calculated Avg Imp Power Factor (signed),Calculated Avg Exp Power Factor (signed)
20-10-2021,00:00,00:15,0,86531.25,0,0,0,25187.5,0,90156.25,427420,50,1,-0.96
20-10-2021,00:15,00:30,0,85718.75,0,0,0,25375,0,89375,427480,50.01,1,-0.959
20-10-2021,00:30,00:45,0,86062.5,0,0,0,25156.25,0,89687.5,427340,49.98,1,-0.96
20-10-2021,00:45,01:00,0,87781.25,0,0,0,24812.5,0,91218.75,427200,50.01,1,-0.962
20-10-2021,01:00,01:15,0,87406.25,0,0,0,25218.75,0,90968.75,427440,50,1,-0.961
20-10-2021,01:15,01:30,0,86812.5,0,0,0,25812.5,0,90562.5,427800,50.02,1,-0.959
20-10-2021,01:30,01:45,0,87031.25,0,0,0,25781.25,0,90781.25,427720,50.03,1,-0.959
20-10-2021,01:45,02:00,0,86750,0,0,0,25937.5,0,90531.25,427820,50,1,-0.958
20-10-2021,02:00,02:15,0,85906.25,0,0,0,26625,0,89937.5,428260,50.02,1,-0.955
20-10-2021,02:15,02:30,0,85625,0,0,0,26812.5,0,89718.75,428340,50.03,1,-0.954
20-10-2021,02:30,02:45,0,85250,0,0,0,26812.5,0,89375,428480,50.01,1,-0.954
20-10-2021,02:45,03:00,0,84937.5,0,0,0,26656.25,0,89031.25,428400,49.99,1,-0.954
20-10-2021,03:00,03:15,0,84343.75,0,0,0,26718.75,0,88468.75,428320,49.98,1,-0.953
20-10-2021,03:15,03:30,0,84437.5,0,0,0,26593.75,0,88531.25,428220,49.95,1,-0.954
20-10-2021,03:30,03:45,0,84906.25,0,0,0,26218.75,0,88875,427960,49.86,1,-0.955
20-10-2021,03:45,04:00,0,86218.75,0,0,0,26406.25,0,90125,427720,49.92,1,-0.957
20-10-2021,04:00,04:15,0,87250,0,0,0,25781.25,0,91000,426940,49.84,1,-0.959
20-10-2021,04:15,04:30,0,87468.75,0,0,0,25718.75,0,91187.5,427160,49.98,1,-0.959
20-10-2021,04:30,04:45,0,89406.25,0,0,0,24906.25,0,92781.25,426780,49.97,1,-0.964
20-10-2021,04:45,05:00,0,90968.75,0,0,0,24156.25,0,94156.25,426180,49.95,1,-0.966
20-10-2021,05:00,05:15,0,92687.5,0,0,0,22843.75,0,95468.75,425500,49.93,1,-0.971
20-10-2021,05:15,05:30,0,92500,0,0,0,22312.5,0,95156.25,426180,49.94,1,-0.972
20-10-2021,05:30,05:45,0,88500,0,0,0,23031.25,0,91437.5,426580,49.91,1,-0.968
20-10-2021,05:45,06:00,0,89625,0,0,0,22468.75,0,92406.25,426420,49.94,1,-0.97
20-10-2021,06:00,06:15,0,90781.25,0,0,0,22062.5,0,93406.25,426240,49.98,1,-0.972
20-10-2021,06:15,06:30,0,92281.25,0,0,0,19656.25,0,94375,424620,49.88,1,-0.978
20-10-2021,06:30,06:45,0,92937.5,0,0,0,18218.75,0,94687.5,423840,49.87,1,-0.982
20-10-2021,06:45,07:00,0,91593.75,0,0,0,18593.75,0,93468.75,423960,49.8,1,-0.98
20-10-2021,07:00,07:15,0,91718.75,0,0,0,19875,0,93843.75,424760,49.99,1,-0.977
20-10-2021,07:15,07:30,0,92468.75,0,0,0,18906.25,0,94406.25,424320,49.97,1,-0.979
20-10-2021,07:30,07:45,0,91906.25,0,0,0,19156.25,0,93875,424640,50.01,1,-0.979
20-10-2021,07:45,08:00,0,91468.75,0,0,0,19031.25,0,93437.5,424860,50.03,1,-0.979
20-10-2021,08:00,08:15,0,93750,0,0,0,17937.5,0,95437.5,424000,50.03,1,-0.982
20-10-2021,08:15,08:30,0,92843.75,0,0,0,17718.75,0,94531.25,424000,50.05,1,-0.982
20-10-2021,08:30,08:45,0,88531.25,0,0,0,19187.5,0,90593.75,424600,50.05,1,-0.977
20-10-2021,08:45,09:00,0,87718.75,0,0,0,19562.5,0,89875,424420,50.05,1,-0.976
20-10-2021,09:00,09:15,0,86281.25,0,0,0,19625,0,88468.75,424540,50.05,1,-0.975
20-10-2021,09:15,09:30,0,85281.25,0,0,0,19156.25,0,87406.25,424280,50.05,1,-0.976
20-10-2021,09:30,09:45,0,85375,0,0,0,18843.75,0,87437.5,424200,50.07,1,-0.976
20-10-2021,09:45,10:00,0,84656.25,0,0,0,18125,0,86562.5,424280,50.06,1,-0.978
20-10-2021,10:00,10:15,0,82906.25,0,0,0,17718.75,0,84812.5,424240,50.03,1,-0.978
20-10-2021,10:15,10:30,0,80218.75,0,0,0,17718.75,0,82125,424380,50.06,1,-0.977
20-10-2021,10:30,10:45,0,80375,0,0,0,18062.5,0,82406.25,424620,50.07,1,-0.975
20-10-2021,10:45,11:00,0,80312.5,0,0,0,18250,0,82375,424360,50.07,1,-0.975
20-10-2021,11:00,11:15,0,80156.25,0,0,0,19812.5,0,82531.25,424600,50.05,1,-0.971
20-10-2021,11:15,11:30,0,78187.5,0,0,0,20437.5,0,80812.5,424680,50,1,-0.968
20-10-2021,11:30,11:45,0,70406.25,0,0,0,22437.5,0,73937.5,425200,50.01,1,-0.952
20-10-2021,11:45,12:00,0,68406.25,0,0,0,23375,0,72281.25,425760,50.02,1,-0.946
20-10-2021,12:00,12:15,0,67000,0,0,0,24281.25,0,71250,426020,49.95,1,-0.94
20-10-2021,12:15,12:30,0,68468.75,0,0,0,23343.75,0,72375,425120,49.78,1,-0.946
20-10-2021,12:30,12:45,0,66906.25,0,0,0,24968.75,0,71406.25,426400,49.99,1,-0.937
20-10-2021,12:45,13:00,0,66468.75,0,0,0,25500,0,71187.5,426580,49.97,1,-0.934
20-10-2021,13:00,13:15,0,68562.5,0,0,0,26250,0,73406.25,426940,50.02,1,-0.934
20-10-2021,13:15,13:30,0,69156.25,0,0,0,25875,0,73843.75,426480,49.95,1,-0.937
20-10-2021,13:30,13:45,0,68968.75,0,0,0,25593.75,0,73562.5,426140,49.95,1,-0.938
20-10-2021,13:45,14:00,0,68812.5,0,0,0,25562.5,0,73406.25,426500,49.99,1,-0.937
20-10-2021,14:00,14:15,0,70593.75,0,0,0,25187.5,0,74968.75,426200,50.01,1,-0.942
20-10-2021,14:15,14:30,0,73375,0,0,0,23031.25,0,76906.25,424820,49.91,1,-0.954
20-10-2021,14:30,14:45,0,72875,0,0,0,23125,0,76437.5,424860,49.97,1,-0.953
20-10-2021,14:45,15:00,0,74875,0,0,0,22781.25,0,78281.25,424560,49.99,1,-0.956
20-10-2021,15:00,15:15,0,74031.25,0,0,0,23906.25,0,77812.5,424360,50.03,1,-0.951
20-10-2021,15:15,15:30,0,72343.75,0,0,0,25093.75,0,76562.5,422640,50,1,-0.945
20-10-2021,15:30,15:45,0,70875,0,0,0,24687.5,0,75031.25,422380,49.96,1,-0.945
20-10-2021,15:45,16:00,0,69187.5,0,0,0,25968.75,0,73937.5,422640,50,1,-0.936
20-10-2021,16:00,16:15,0,68218.75,0,0,0,27000,0,73343.75,423260,50.02,1,-0.93
20-10-2021,16:15,16:30,0,69500,0,0,0,26187.5,0,74281.25,422540,49.95,1,-0.936
20-10-2021,16:30,16:45,0,68031.25,0,0,0,26968.75,0,73187.5,422860,49.98,1,-0.93
20-10-2021,16:45,17:00,0,66968.75,0,0,0,27656.25,0,72468.75,423240,50,1,-0.924
20-10-2021,17:00,17:15,0,64468.75,0,0,0,28875,0,70656.25,424200,50.03,1,-0.912
20-10-2021,17:15,17:30,0,64156.25,0,0,0,29312.5,0,70531.25,424480,50.02,1,-0.91
20-10-2021,17:30,17:45,0,62625,0,0,0,30156.25,0,69500,424640,50.02,1,-0.901
20-10-2021,17:45,18:00,0,63000,0,0,0,29937.5,0,69750,424520,50.02,1,-0.903
20-10-2021,18:00,18:15,0,62000,0,0,0,30375,0,69031.25,424540,50.01,1,-0.898
20-10-2021,18:15,18:30,0,61312.5,0,0,0,29468.75,0,68031.25,423680,49.96,1,-0.901
20-10-2021,18:30,18:45,0,60875,0,0,0,29437.5,0,67625,423580,49.99,1,-0.9
20-10-2021,18:45,19:00,0,61093.75,0,0,0,28375,0,67375,423520,50.01,1,-0.907
20-10-2021,19:00,19:15,0,61593.75,0,0,0,28968.75,0,68062.5,424220,50.04,1,-0.905
20-10-2021,19:15,19:30,0,61187.5,0,0,0,29562.5,0,67937.5,424580,50.03,1,-0.901
20-10-2021,19:30,19:45,0,60562.5,0,0,0,30250,0,67718.75,424960,50.03,1,-0.894
20-10-2021,19:45,20:00,0,60937.5,0,0,0,30718.75,0,68218.75,425480,50.06,1,-0.893
20-10-2021,20:00,20:15,0,60406.25,0,0,0,30718.75,0,67781.25,425480,50.04,1,-0.891
20-10-2021,20:15,20:30,0,60062.5,0,0,0,30156.25,0,67218.75,425320,50.03,1,-0.894
20-10-2021,20:30,20:45,0,61468.75,0,0,0,29500,0,68187.5,425560,50.05,1,-0.901
20-10-2021,20:45,21:00,0,67187.5,0,0,0,28093.75,0,72843.75,426220,50.04,1,-0.922
20-10-2021,21:00,21:15,0,68531.25,0,0,0,28062.5,0,74031.25,426440,50.04,1,-0.926
20-10-2021,21:15,21:30,0,68875,0,0,0,28062.5,0,74406.25,426400,50.04,1,-0.926
20-10-2021,21:30,21:45,0,69468.75,0,0,0,28218.75,0,74968.75,426580,50.05,1,-0.927
20-10-2021,21:45,22:00,0,70218.75,0,0,0,28093.75,0,75625,426500,50.06,1,-0.929
20-10-2021,22:00,22:15,0,68718.75,0,0,0,28312.5,0,74343.75,426600,50.03,1,-0.924
20-10-2021,22:15,22:30,0,66093.75,0,0,0,28406.25,0,71937.5,427540,50.05,1,-0.919
20-10-2021,22:30,22:45,0,65781.25,0,0,0,27968.75,0,71468.75,427860,50.02,1,-0.92
20-10-2021,22:45,23:00,0,64312.5,0,0,0,28468.75,0,70343.75,428060,50.01,1,-0.914
20-10-2021,23:00,23:15,0,63125,0,0,0,28687.5,0,69343.75,428180,50.02,1,-0.91
20-10-2021,23:15,23:30,0,62468.75,0,0,0,28812.5,0,68750,428480,50.05,1,-0.909
20-10-2021,23:30,23:45,0,62750,0,0,0,28687.5,0,69031.25,428160,50.02,1,-0.909
20-10-2021,23:45,00:00,0,62781.25,0,0,0,28968.75,0,69125,428260,50.05,1,-0.908
21-10-2021,00:00,00:15,0,61875,0,0,0,29218.75,0,68437.5,428100,50.04,1,-0.904
21-10-2021,00:15,00:30,0,61312.5,0,0,0,28843.75,0,67750,427900,50.03,1,-0.905
21-10-2021,00:30,00:45,0,60281.25,0,0,0,29000,0,66906.25,428020,50.03,1,-0.901
21-10-2021,00:45,01:00,0,59875,0,0,0,29312.5,0,66656.25,428240,50.04,1,-0.898
21-10-2021,01:00,01:15,0,60343.75,0,0,0,29250,0,67062.5,428260,50.04,1,-0.9
21-10-2021,01:15,01:30,0,60437.5,0,0,0,29343.75,0,67187.5,428420,50.04,1,-0.9
21-10-2021,01:30,01:45,0,60656.25,0,0,0,28781.25,0,67125,428000,50,1,-0.904
21-10-2021,01:45,02:00,0,60562.5,0,0,0,28625,0,67000,428020,50,1,-0.904
21-10-2021,02:00,02:15,0,60750,0,0,0,29218.75,0,67437.5,428120,49.98,1,-0.901
21-10-2021,02:15,02:30,0,60500,0,0,0,29437.5,0,67281.25,428240,50,1,-0.899
21-10-2021,02:30,02:45,0,60125,0,0,0,29531.25,0,66968.75,428320,49.99,1,-0.898
21-10-2021,02:45,03:00,0,59375,0,0,0,29468.75,0,66281.25,428460,49.99,1,-0.896
21-10-2021,03:00,03:15,0,59250,0,0,0,29468.75,0,66187.5,428500,49.99,1,-0.895
21-10-2021,03:15,03:30,0,59937.5,0,0,0,29593.75,0,66843.75,428620,50,1,-0.897
21-10-2021,03:30,03:45,0,59500,0,0,0,29781.25,0,66531.25,428780,50.02,1,-0.894
21-10-2021,03:45,04:00,0,59906.25,0,0,0,29812.5,0,66906.25,428820,50.03,1,-0.895
21-10-2021,04:00,04:15,0,61218.75,0,0,0,29156.25,0,67812.5,428480,50.02,1,-0.903
21-10-2021,04:15,04:30,0,62406.25,0,0,0,28718.75,0,68687.5,428180,50.02,1,-0.909
21-10-2021,04:30,04:45,0,62375,0,0,0,28437.5,0,68562.5,428100,50,1,-0.91
21-10-2021,04:45,05:00,0,62531.25,0,0,0,28031.25,0,68562.5,427780,49.99,1,-0.912
21-10-2021,05:00,05:15,0,63625,0,0,0,27312.5,0,69218.75,427360,49.95,1,-0.919
21-10-2021,05:15,05:30,0,63593.75,0,0,0,27187.5,0,69156.25,427220,49.96,1,-0.92
21-10-2021,05:30,05:45,0,63687.5,0,0,0,27156.25,0,69250,427000,49.95,1,-0.92
21-10-2021,05:45,06:00,0,63625,0,0,0,27062.5,0,69125,426980,49.98,1,-0.92
21-10-2021,06:00,06:15,0,66187.5,0,0,0,26093.75,0,71156.25,426460,49.99,1,-0.93
21-10-2021,06:15,06:30,0,66375,0,0,0,25031.25,0,70937.5,425700,50,1,-0.936
21-10-2021,06:30,06:45,0,67125,0,0,0,24406.25,0,71437.5,425400,50.01,1,-0.94
21-10-2021,06:45,07:00,0,66781.25,0,0,0,23843.75,0,70906.25,425080,49.99,1,-0.942
21-10-2021,07:00,07:15,0,67718.75,0,0,0,23718.75,0,71781.25,424800,49.96,1,-0.943
21-10-2021,07:15,07:30,0,67781.25,0,0,0,23218.75,0,71625,424600,49.99,1,-0.946
21-10-2021,07:30,07:45,0,67968.75,0,0,0,23593.75,0,71937.5,425020,50.03,1,-0.945
21-10-2021,07:45,08:00,0,65843.75,0,0,0,24625,0,70343.75,425700,50.09,1,-0.936
21-10-2021,08:00,08:15,0,62562.5,0,0,0,25437.5,0,67500,425100,50.07,1,-0.927
21-10-2021,08:15,08:30,0,60750,0,0,0,24656.25,0,65562.5,424560,50.04,1,-0.927
21-10-2021,08:30,08:45,0,61156.25,0,0,0,24250,0,65812.5,424420,50.04,1,-0.929
21-10-2021,08:45,09:00,0,60281.25,0,0,0,24812.5,0,65156.25,424820,50.1,1,-0.925
21-10-2021,09:00,09:15,0,58562.5,0,0,0,25218.75,0,63812.5,425120,50.12,1,-0.918
21-10-2021,09:15,09:30,0,57562.5,0,0,0,24250,0,62437.5,424760,50.06,1,-0.922
21-10-2021,09:30,09:45,0,57562.5,0,0,0,24125,0,62406.25,424680,50.07,1,-0.922
21-10-2021,09:45,10:00,0,56937.5,0,0,0,24031.25,0,61812.5,424580,50.05,1,-0.921
21-10-2021,10:00,10:15,0,56937.5,0,0,0,23343.75,0,61531.25,424060,50.02,1,-0.925
21-10-2021,10:15,10:30,0,58906.25,0,0,0,23250,0,63343.75,423460,50.03,1,-0.93
21-10-2021,10:30,10:45,0,57593.75,0,0,0,23500,0,62218.75,423680,50.03,1,-0.926
21-10-2021,10:45,11:00,0,57937.5,0,0,0,23218.75,0,62406.25,424020,50.06,1,-0.928
21-10-2021,11:00,11:15,0,56718.75,0,0,0,24000,0,61593.75,424600,50.06,1,-0.921
21-10-2021,11:15,11:30,0,56656.25,0,0,0,24062.5,0,61562.5,424360,49.99,1,-0.92
21-10-2021,11:30,11:45,0,57250,0,0,0,24125,0,62093.75,424320,50,1,-0.922
21-10-2021,11:45,12:00,0,58093.75,0,0,0,24500,0,63062.5,424680,50,1,-0.921
21-10-2021,12:00,12:15,0,58312.5,0,0,0,24718.75,0,63343.75,424800,49.98,1,-0.921
21-10-2021,12:15,12:30,0,59250,0,0,0,24718.75,0,64187.5,424800,49.99,1,-0.923
21-10-2021,12:30,12:45,0,59343.75,0,0,0,24687.5,0,64281.25,424620,49.91,1,-0.923
21-10-2021,12:45,13:00,0,58031.25,0,0,0,25156.25,0,63250,425060,49.92,1,-0.917
21-10-2021,13:00,13:15,0,59312.5,0,0,0,26687.5,0,65062.5,425880,50.02,1,-0.912
21-10-2021,13:15,13:30,0,59000,0,0,0,26812.5,0,64781.25,425880,50,1,-0.911
21-10-2021,13:30,13:45,0,60000,0,0,0,25937.5,0,65375,425260,49.94,1,-0.918
21-10-2021,13:45,14:00,0,59687.5,0,0,0,25718.75,0,65000,425420,49.9,1,-0.918
21-10-2021,14:00,14:15,0,61718.75,0,0,0,24281.25,0,66312.5,424220,49.79,1,-0.931
21-10-2021,14:15,14:30,0,61000,0,0,0,23625,0,65406.25,423740,49.83,1,-0.933
21-10-2021,14:30,14:45,0,57375,0,0,0,23812.5,0,62156.25,422560,49.77,1,-0.923
21-10-2021,14:45,15:00,0,56406.25,0,0,0,23531.25,0,61125,422620,49.8,1,-0.923
21-10-2021,15:00,15:15,0,56906.25,0,0,0,25250,0,62250,424180,50.02,1,-0.914
21-10-2021,15:15,15:30,0,57687.5,0,0,0,25250,0,62968.75,423960,50.02,1,-0.916
21-10-2021,15:30,15:45,0,56093.75,0,0,0,26750,0,62125,424200,50.03,1,-0.903
21-10-2021,15:45,16:00,0,56906.25,0,0,0,27000,0,63000,424420,50.01,1,-0.903
21-10-2021,16:00,16:15,0,57343.75,0,0,0,27437.5,0,63593.75,424580,50.02,1,-0.902
21-10-2021,16:15,16:30,0,58125,0,0,0,27125,0,64125,424100,49.99,1,-0.906
21-10-2021,16:30,16:45,0,59531.25,0,0,0,26781.25,0,65281.25,423700,49.95,1,-0.912
21-10-2021,16:45,17:00,0,58031.25,0,0,0,27687.5,0,64312.5,424240,49.99,1,-0.902
21-10-2021,17:00,17:15,0,55562.5,0,0,0,28875,0,62593.75,425200,50.03,1,-0.888
21-10-2021,17:15,17:30,0,55781.25,0,0,0,28937.5,0,62875,424900,49.97,1,-0.887
21-10-2021,17:30,17:45,0,55968.75,0,0,0,28687.5,0,62875,424780,49.98,1,-0.89
21-10-2021,17:45,18:00,0,57312.5,0,0,0,28437.5,0,63968.75,424500,50,1,-0.896
21-10-2021,18:00,18:15,0,55406.25,0,0,0,29593.75,0,62843.75,425140,49.97,1,-0.882
21-10-2021,18:15,18:30,0,55718.75,0,0,0,28906.25,0,62750,424660,49.99,1,-0.888
21-10-2021,18:30,18:45,0,59000,0,0,0,28625,0,65593.75,425320,50.04,1,-0.899
21-10-2021,18:45,19:00,0,62218.75,0,0,0,28562.5,0,68468.75,425920,50.05,1,-0.909
21-10-2021,19:00,19:15,0,62625,0,0,0,28375,0,68750,426060,50.04,1,-0.911
21-10-2021,19:15,19:30,0,62625,0,0,0,28437.5,0,68781.25,426280,50.03,1,-0.91
21-10-2021,19:30,19:45,0,63031.25,0,0,0,28843.75,0,69312.5,426520,50.02,1,-0.909
21-10-2021,19:45,20:00,0,63750,0,0,0,28625,0,69875,426540,50.04,1,-0.912
21-10-2021,20:00,20:15,0,62218.75,0,0,0,29125,0,68718.75,426900,50.02,1,-0.905
21-10-2021,20:15,20:30,0,62625,0,0,0,29156.25,0,69062.5,426940,50.01,1,-0.907
21-10-2021,20:30,20:45,0,62906.25,0,0,0,29125,0,69312.5,426680,49.99,1,-0.908
21-10-2021,20:45,21:00,0,63218.75,0,0,0,29156.25,0,69625,426780,50,1,-0.908
21-10-2021,21:00,21:15,0,63468.75,0,0,0,29125,0,69843.75,426840,49.98,1,-0.909
21-10-2021,21:15,21:30,0,64875,0,0,0,28468.75,0,70843.75,426440,49.95,1,-0.916
21-10-2021,21:30,21:45,0,64218.75,0,0,0,28875,0,70406.25,426740,50.02,1,-0.912
21-10-2021,21:45,22:00,0,64031.25,0,0,0,28750,0,70187.5,426720,50.03,1,-0.912
21-10-2021,22:00,22:15,0,64406.25,0,0,0,28562.5,0,70468.75,426680,50.02,1,-0.914
21-10-2021,22:15,22:30,0,62593.75,0,0,0,28937.5,0,68968.75,426720,50.01,1,-0.908
21-10-2021,22:30,22:45,0,62343.75,0,0,0,28843.75,0,68687.5,426640,49.96,1,-0.908
21-10-2021,22:45,23:00,0,61406.25,0,0,0,29125,0,67968.75,426960,50,1,-0.903
21-10-2021,23:00,23:15,0,60000,0,0,0,29593.75,0,66906.25,427340,50.01,1,-0.897
21-10-2021,23:15,23:30,0,57656.25,0,0,0,30125,0,65062.5,427900,50,1,-0.886
21-10-2021,23:30,23:45,0,55718.75,0,0,0,30437.5,0,63468.75,428140,50,1,-0.878
21-10-2021,23:45,00:00,0,55906.25,0,0,0,30500,0,63687.5,428220,50.01,1,-0.878
22-10-2021,00:00,00:15,0,55812.5,0,0,0,30687.5,0,63687.5,428100,50.01,1,-0.876
22-10-2021,00:15,00:30,0,56906.25,0,0,0,30281.25,0,64468.75,427980,50.02,1,-0.883
22-10-2021,00:30,00:45,0,57281.25,0,0,0,29875,0,64625,427560,49.98,1,-0.886
22-10-2021,00:45,01:00,0,57375,0,0,0,29843.75,0,64656.25,427560,49.99,1,-0.887
22-10-2021,01:00,01:15,0,56843.75,0,0,0,30031.25,0,64312.5,427820,50,1,-0.884
22-10-2021,01:15,01:30,0,56875,0,0,0,30093.75,0,64312.5,427800,49.99,1,-0.884
22-10-2021,01:30,01:45,0,58718.75,0,0,0,29687.5,0,65843.75,427820,49.97,1,-0.892
22-10-2021,01:45,02:00,0,61250,0,0,0,29343.75,0,67906.25,427880,50,1,-0.902
22-10-2021,02:00,02:15,0,59718.75,0,0,0,29593.75,0,66656.25,427840,49.98,1,-0.896
22-10-2021,02:15,02:30,0,60406.25,0,0,0,29750,0,67312.5,428100,49.99,1,-0.897
22-10-2021,02:30,02:45,0,60093.75,0,0,0,29593.75,0,67000,428040,49.97,1,-0.897
22-10-2021,02:45,03:00,0,59250,0,0,0,30093.75,0,66437.5,428360,49.99,1,-0.892
22-10-2021,03:00,03:15,0,59093.75,0,0,0,30218.75,0,66406.25,428420,49.99,1,-0.89
22-10-2021,03:15,03:30,0,60250,0,0,0,29750,0,67156.25,428180,49.98,1,-0.897
22-10-2021,03:30,03:45,0,61062.5,0,0,0,29593.75,0,67875,428520,50.01,1,-0.9
22-10-2021,03:45,04:00,0,61031.25,0,0,0,29531.25,0,67812.5,428560,50.01,1,-0.9
22-10-2021,04:00,04:15,0,61687.5,0,0,0,29062.5,0,68187.5,428140,49.99,1,-0.905
22-10-2021,04:15,04:30,0,62593.75,0,0,0,28781.25,0,68875,427840,49.98,1,-0.909
22-10-2021,04:30,04:45,0,62531.25,0,0,0,28468.75,0,68718.75,427680,49.99,1,-0.91
22-10-2021,04:45,05:00,0,62125,0,0,0,28500,0,68343.75,427720,49.98,1,-0.909
22-10-2021,05:00,05:15,0,62906.25,0,0,0,27843.75,0,68843.75,427180,49.91,1,-0.914
22-10-2021,05:15,05:30,0,63593.75,0,0,0,26812.5,0,68968.75,426280,49.79,1,-0.922
22-10-2021,05:30,05:45,0,64406.25,0,0,0,26656.25,0,69750,426080,49.83,1,-0.923
22-10-2021,05:45,06:00,0,65187.5,0,0,0,26812.5,0,70437.5,425980,49.91,1,-0.925
22-10-2021,06:00,06:15,0,67687.5,0,0,0,26500,0,72718.75,425960,49.99,1,-0.931
22-10-2021,06:15,06:30,0,69156.25,0,0,0,25000,0,73562.5,425140,49.97,1,-0.94
22-10-2021,06:30,06:45,0,69031.25,0,0,0,24375,0,73187.5,424540,49.96,1,-0.943
22-10-2021,06:45,07:00,0,68343.75,0,0,0,24125,0,72500,424840,49.99,1,-0.943
22-10-2021,07:00,07:15,0,68218.75,0,0,0,24312.5,0,72406.25,425420,50,1,-0.942
22-10-2021,07:15,07:30,0,63875,0,0,0,24906.25,0,68562.5,424980,50.02,1,-0.932
22-10-2021,07:30,07:45,0,64156.25,0,0,0,24937.5,0,68843.75,425120,50.06,1,-0.932
22-10-2021,07:45,08:00,0,63343.75,0,0,0,25406.25,0,68250,425540,50.07,1,-0.928
22-10-2021,08:00,08:15,0,63062.5,0,0,0,25406.25,0,67968.75,425500,50.02,1,-0.928
22-10-2021,08:15,08:30,0,63718.75,0,0,0,24812.5,0,68406.25,425080,50.05,1,-0.931
22-10-2021,08:30,08:45,0,61593.75,0,0,0,25187.5,0,66531.25,425300,50.04,1,-0.926
22-10-2021,08:45,09:00,0,59718.75,0,0,0,25562.5,0,64937.5,426000,50.09,1,-0.92
22-10-2021,09:00,09:15,0,59875,0,0,0,25125,0,64937.5,425700,50.09,1,-0.922
22-10-2021,09:15,09:30,0,61687.5,0,0,0,23750,0,66125,424800,50.05,1,-0.933
22-10-2021,09:30,09:45,0,60906.25,0,0,0,23718.75,0,65375,425040,50.04,1,-0.932
22-10-2021,09:45,10:00,0,60000,0,0,0,24312.5,0,64718.75,425180,50.02,1,-0.927
22-10-2021,10:00,10:15,0,57250,0,0,0,24593.75,0,62343.75,425660,50.08,1,-0.918
22-10-2021,10:15,10:30,0,54750,0,0,0,24312.5,0,59875,425500,50.04,1,-0.914
22-10-2021,10:30,10:45,0,54125,0,0,0,23937.5,0,59218.75,425320,50.02,1,-0.914
22-10-2021,10:45,11:00,0,55500,0,0,0,23406.25,0,60218.75,424920,49.97,1,-0.922
22-10-2021,11:00,11:15,0,57093.75,0,0,0,23156.25,0,61593.75,424580,49.91,1,-0.927
22-10-2021,11:15,11:30,0,59343.75,0,0,0,22718.75,0,63562.5,424100,49.91,1,-0.934
22-10-2021,11:30,11:45,0,58437.5,0,0,0,22343.75,0,62562.5,423840,49.82,1,-0.934
22-10-2021,11:45,12:00,0,57531.25,0,0,0,22531.25,0,61812.5,423860,49.74,1,-0.931
22-10-2021,12:00,12:15,0,58156.25,0,0,0,24343.75,0,63000,425080,49.94,1,-0.923
22-10-2021,12:15,12:30,0,58718.75,0,0,0,24281.25,0,63562.5,424860,49.87,1,-0.924
22-10-2021,12:30,12:45,0,58531.25,0,0,0,24781.25,0,63562.5,425060,49.89,1,-0.921
22-10-2021,12:45,13:00,0,59281.25,0,0,0,24937.5,0,64312.5,425160,49.91,1,-0.922
22-10-2021,13:00,13:15,0,64906.25,0,0,0,26312.5,0,70031.25,425000,50.05,1,-0.927
22-10-2021,13:15,13:30,0,67406.25,0,0,0,25343.75,0,72000,424500,50,1,-0.936
22-10-2021,13:30,13:45,0,69593.75,0,0,0,23968.75,0,73625,423920,49.95,1,-0.945
22-10-2021,13:45,14:00,0,70781.25,0,0,0,23468.75,0,74562.5,423900,50.03,1,-0.949
22-10-2021,14:00,14:15,0,72750,0,0,0,23000,0,76312.5,423100,50.04,1,-0.953
22-10-2021,14:15,14:30,0,75250,0,0,0,21250,0,78187.5,421320,49.87,1,-0.962
22-10-2021,14:30,14:45,0,77781.25,0,0,0,20343.75,0,80437.5,420540,49.9,1,-0.967
22-10-2021,14:45,15:00,0,78156.25,0,0,0,20000,0,80656.25,420280,49.88,1,-0.969
22-10-2021,15:00,15:15,0,79250,0,0,0,21312.5,0,82062.5,421320,50.01,1,-0.966
22-10-2021,15:15,15:30,0,80250,0,0,0,21750,0,83156.25,421200,49.97,1,-0.965
22-10-2021,15:30,15:45,0,82312.5,0,0,0,21093.75,0,84968.75,420620,49.94,1,-0.969
22-10-2021,15:45,16:00,0,83281.25,0,0,0,21250,0,85937.5,420840,50,1,-0.969
22-10-2021,16:00,16:15,0,84500,0,0,0,21312.5,0,87156.25,420860,50,1,-0.97
22-10-2021,16:15,16:30,0,84343.75,0,0,0,21812.5,0,87125,421120,49.99,1,-0.968
22-10-2021,16:30,16:45,0,84843.75,0,0,0,21531.25,0,87531.25,420660,49.95,1,-0.969
22-10-2021,16:45,17:00,0,84312.5,0,0,0,21843.75,0,87093.75,420720,49.9,1,-0.968
22-10-2021,17:00,17:15,0,85093.75,0,0,0,22281.25,0,87968.75,420900,49.97,1,-0.967
22-10-2021,17:15,17:30,0,85093.75,0,0,0,22968.75,0,88125,421700,49.99,1,-0.966
22-10-2021,17:30,17:45,0,86781.25,0,0,0,23156.25,0,89843.75,421700,50.01,1,-0.966
22-10-2021,17:45,18:00,0,86375,0,0,0,22125,0,89156.25,420980,49.9,1,-0.969
